Date,Time,SO2,NO,NO2,NOX,CO,O3,PM25,PM10,Temperature,RH,Solar Rad,BP,Rain
2017-04-29,16,,,,,,,,,,,,,
2017-04-29,17,16.51,,3.65,0.29,,,47.98,109.14,33.8,55.65,172.83,1005.22,0.02
2017-04-29,18,17.74,,4.8,0.79,,,47.23,111.69,32.91,60.85,60.11,1005.16,0.02
2017-04-29,19,17.87,,2.44,,,,54.83,120.47,31.88,66.84,9.45,1005.64,0.02
2017-04-29,20,17.07,,2.12,0.9,,,48,111,25.81,75.01,6.66,1009.07,0.08
2017-04-29,21,16.93,,1.09,1.08,,,,,24.07,82.4,7.97,1010.08,0.07
2017-04-29,22,21.98,1.26,18.32,19.59,,,20.03,48.19,26.62,59.84,7.5,1007.89,0.15
2017-04-29,23,33.61,32.1,51.27,83.37,,,21.98,43.56,26.93,54.92,8.09,1006.78,
2017-04-29,0,31.96,55,33.26,88.26,,,60.7,100.88,26.39,58.75,8.47,1007.03,0.09
2017-04-30,1,26.4,5.08,18.49,23.57,,,86.75,190.07,25.06,67.84,8.52,1006.93,
2017-04-30,2,23.46,,9.75,7.5,,,38,98.22,25.27,70.58,8.53,1006.56,0.02
2017-04-30,3,23.88,,9.13,5.6,,,29.92,67.02,25.01,75.86,8.45,1006.96,
2017-04-30,4,14.99,,12.04,8.17,,,38.03,68.07,24.68,77.94,8.45,1007.74,
2017-04-30,5,3.46,,5.02,0.77,,,49.76,70.44,24.47,77.64,8.14,1007.83,
2017-04-30,6,14.64,,12.51,9.79,,,29.33,47.27,24.66,77.5,19.17,1007.83,0.13
2017-04-30,7,17.39,8.92,17.54,26.46,,,39.64,59.58,25.34,75.9,101.44,1008.19,
2017-04-30,8,17.99,30.67,18.72,49.39,,,50.88,85.7,26.53,73.54,280.15,1008.76,
2017-04-30,9,17.73,31.12,17.18,48.23,,,70.35,115,28.59,71.36,518.04,1008.91,
2017-04-30,10,16.48,0.97,7.93,9.04,,,,,30.04,71.32,651.99,1009.08,
2017-04-30,11,18.18,,3.72,0.47,,,58,112.58,31.15,67.43,815.76,1008.72,
2017-04-30,12,18.67,,3.6,0.46,,,49.07,95.22,32.23,63.41,832.56,1008.38,0.02
2017-04-30,13,18.43,,2.41,,,,48,104.87,33.04,58.7,852.8,1007.72,0.04
2017-04-30,14,18.01,,1.97,,,,48,99,33.39,57.11,678.9,1006.88,
2017-04-30,15,17.89,,2.89,1.13,,,50.64,99,33.63,56.14,627.03,1006.32,
2017-04-30,16,,,,,,,,,,,,,
2017-04-30,17,15.42,,1.02,1.53,,,,,32.44,63.29,133.28,1004.85,
2017-04-30,18,12.6,,1.62,0.1,,,,,31.99,66.2,63.77,1004.87,0.03
2017-04-30,19,18.99,,2.23,0.39,,,47,,31.32,68.56,13.27,1005.04,0.02
2017-04-30,20,,,,,,,,,,,,,
2017-04-30,21,,,,,,,,,,,,,
2017-04-30,22,22.34,5.79,2.56,8.67,,,55,115.51,28.97,75.16,7.51,1008.49,0.05
2017-04-30,23,20.76,,5.02,1.85,,,61.33,140.81,23.01,83.69,6.85,1010.81,0.1
2017-04-30,0,18.56,,5,8.15,,,22.8,26.15,23.48,76.93,8.14,1010.12,0.03
2017-05-01,1,22.19,1.25,19.23,20.48,,,25.33,248.39,23.06,79.28,8.04,1009.96,0.02
2017-05-01,2,28.34,,27.65,25.38,,,35.94,212.02,23.91,79.5,8.17,1007.73,0.02
2017-05-01,3,25.18,0.32,19.92,20.24,,,28.02,52.86,24.75,72.93,7.81,1007.51,0.13
2017-05-01,4,14.56,,19.25,16.42,,,62.08,98.84,24.5,72.84,7.46,1007.86,0.05
2017-05-01,5,7.03,,15.92,11.23,,,43.4,89.62,24.29,74.71,8.25,1009.3,
2017-05-01,6,15.85,,6.87,1.06,,,44.62,69.45,24.05,78.11,19.56,1009.72,0.03
2017-05-01,7,16.58,,0.62,,,,32.34,39.66,23.99,80.18,52.64,1009.06,0.04
2017-05-01,8,16.6,,2.62,,,,20.16,21.27,24.79,79.08,241.24,1009.96,0.08
2017-05-01,9,16.66,,2.72,,,,28.91,36.09,26.4,71.68,540.52,1010.93,0.03
2017-05-01,10,18.11,,5.02,0.15,,,32.72,41.27,28.28,63.8,763.15,1010.68,
2017-05-01,11,18.62,,9.91,3.74,,,32.1,56.54,30.33,55.66,900.13,1010.49,0.02
2017-05-01,12,17.38,,4.41,,,,48.19,85.98,30.96,55.12,959.05,1010.46,0.02
2017-05-01,13,14.93,,3.11,,,,,84.53,31.75,55.41,929.82,1009.77,0.04
2017-05-01,14,17.9,,1.86,,,,,68.91,31.84,57.02,791.98,1008.82,0.03
2017-05-01,15,19.17,,2.36,0.16,,,39.06,66.17,31.97,58.12,634.66,1008.17,
2017-05-01,16,18,,2.07,0.21,,,41.96,71.94,32.3,57.77,399.55,1007.48,
2017-05-01,17,14.98,,0.45,,,,40,70,32.47,55.06,199.2,1006.58,0.14
2017-05-01,18,,,,,,,,,,,,,
2017-05-01,19,,,,,,,,,,,,,
2017-05-01,20,13.28,9.35,6.27,15.62,,,,,30.52,65.47,8.14,1006.32,
2017-05-01,21,,,,,,,,,,,,,
2017-05-01,22,,,,,,,,,,,,,
2017-05-01,23,22.45,28.39,11.94,39.61,,,68.1,138,22.4,92.34,7.72,1013.14,
2017-05-01,0,20.8,,16.85,16.06,,,32.76,,22.46,93.1,7.72,1013.74,
2017-05-02,1,17.55,,7.57,3.07,,,23.87,27.07,22.62,93.5,7.51,1011.69,
2017-05-02,2,16.06,,12.44,7.69,,,19.55,30.26,22.85,92.2,6.84,1009.09,
2017-05-02,3,15.16,,6.02,0.94,,,39.78,41,23.15,87.82,7.21,1007.76,
2017-05-02,4,21.3,1.07,0.15,5.24,,,31,,22.72,84.83,8.2,1008.92,
2017-05-02,5,14.08,,8.18,8.17,,,,,22.29,86.15,8.26,1009.73,
2017-05-02,6,16.24,,3.18,2.32,,,33.89,,22.22,87.51,24.31,1010.32,
2017-05-02,7,16.48,7.35,10.26,17.61,,,29.36,,23.47,85.16,127.51,1010.81,
2017-05-02,8,16.44,,4.62,0.36,,,44.62,,25.13,74.94,387.92,1011.53,0.08
2017-05-02,9,16.45,,3.47,,,,27.06,,26.91,63.67,646.89,1012.3,
2017-05-02,10,16.88,,10.34,8.42,,,30.27,,28.02,60.76,841.57,1012.39,
2017-05-02,11,15.87,0.18,15.76,15.94,,,42.16,,29.09,57.41,936.11,1011.88,
2017-05-02,12,19.28,2.69,21.01,23.5,,,49,,29.99,56.91,848.29,1011.44,
2017-05-02,13,18.66,,11.07,5.45,,,,,30.18,57.02,873.77,1010.78,0.04
2017-05-02,14,19.22,,6.17,1.29,,,60.65,97.77,30.95,52.54,789.23,1009.84,
2017-05-02,15,17.74,,2.22,,,,46.8,87.37,31.57,52.28,546.84,1009.06,0.02
2017-05-02,16,18.08,,5.71,0.99,,,38.83,60.98,31.97,48.5,257.83,1008.26,
2017-05-02,17,15.62,,13.62,9.34,,,32.06,60.34,31.69,47.31,139.61,1007.6,
2017-05-02,18,17.26,1.36,24.26,25.62,,,34.23,73.63,30.89,53.63,60.28,1007.33,
2017-05-02,19,16.97,0.15,23.49,23.64,,,42.17,97.58,29.99,61.36,13.66,1007.47,0.08
2017-05-02,20,16.63,12.16,28.4,40.56,,,48.27,119.87,29.53,64.89,8.22,1008.02,
2017-05-02,21,16.77,28.21,31.14,59.35,,,69.91,151.01,29.34,66.98,8.19,1008.57,
2017-05-02,22,19.32,17.24,28.18,45.42,,,123.87,216.55,29.27,67.49,8.34,1009.22,
2017-05-02,23,20.23,23.3,25.79,49.09,,,88.9,160.33,28.88,69.78,8.34,1009.72,
2017-05-02,0,,,,,,,,,,,,,
2017-05-03,1,,,,,,,,,,,,,
2017-05-03,2,,,,,,,,,,,,,
2017-05-03,3,,,,,,,,,,,,,
2017-05-03,4,,,,,,,,,,,,,
2017-05-03,5,,,,,,,,,,,,,
2017-05-03,6,,,,,,,,,,,,,
2017-05-03,7,,,,,,,,,,,,,
2017-05-03,8,,,,,,,,,,,,,
2017-05-03,9,,,,,,,,,,,,,
2017-05-03,10,,,,,,,,,,,,,
2017-05-03,11,,,,,,,,,,,,,
2017-05-03,12,18.73,,4.35,1.63,,,49.03,81.05,31.73,63.87,718.11,1010.3,
2017-05-03,13,18.64,,4.24,0.76,,,50,83.09,32.93,58.68,872.27,1009.55,
2017-05-03,14,18.51,,2.19,1.6,,,50,87,34.11,51.54,793.21,1008.59,0.02
2017-05-03,15,14.57,,5.41,1.59,,,,,34.18,52.21,511,1008.02,0.02
2017-05-03,16,20.4,,8.45,5.9,,,47.06,100.9,34.33,49.79,273.24,1007.38,
2017-05-03,17,17.23,,6.85,3.14,,,48.85,96.79,33.95,51.06,142.13,1006.67,0.02
2017-05-03,18,17.15,,8.56,7.15,,,44.17,89.38,32.93,57.91,60.77,1006.68,0.02
2017-05-03,19,17.37,,9.94,8.7,,,50.47,111.3,32,64.54,13.23,1006.98,
2017-05-03,20,17.5,,7.9,5.37,,,65.77,122.73,31.42,67.5,8.18,1007.3,
2017-05-03,21,17.86,0.43,9.08,9.52,,,58.06,112.28,31.02,69.04,8.24,1008.19,0.02
2017-05-03,22,17.91,2.48,10.49,12.98,,,60.23,123.13,30.73,69.54,8.27,1008.52,
2017-05-03,23,18.42,1.26,10.45,11.71,,,67.83,129.75,30.19,71.36,8.41,1008.89,0.02
2017-05-03,0,18.53,13.96,11.61,25.56,,,62.03,120.2,29.72,73.9,8.3,1008.75,0.02
2017-05-04,1,18.55,26.04,10.82,36.86,,,63.09,128.43,29.05,78.01,8.17,1008.13,0.02
2017-05-04,2,18.97,14.9,12.01,26.91,,,65.83,144.55,28.55,80.99,8.19,1007.47,
2017-05-04,3,18.78,19.54,13.14,32.68,,,60.24,126.53,28.15,83.09,8.38,1007.37,
2017-05-04,4,18.52,18.67,4.97,23.64,,,67.59,107.45,27.84,84.5,8.05,1007.13,
2017-05-04,5,18.03,8.51,1.83,10.34,,,53.65,85.55,27.6,84.84,8.27,1008.04,
2017-05-04,6,18.14,31.28,1.37,32.65,,,42.35,68.3,27.86,83.64,20.66,1008.67,
2017-05-04,7,17.99,5.38,4.71,10.11,,,54.23,86,26.64,79.08,55.42,1010.55,0.05
2017-05-04,8,16.96,,1.42,,,,60.46,118.14,24.21,76.12,238.96,1010.77,0.04
2017-05-04,9,17.37,,0.3,,,,9.09,18.17,26.28,64.88,593.85,1010.67,0.02
2017-05-04,10,18.74,,7.19,3.03,,,14.1,27.37,28.36,58.7,779.53,1010.56,0.02
2017-05-04,11,18.21,,16.8,12.29,,,28.69,55.49,30.58,52.15,906.06,1010.87,
2017-05-04,12,17.76,,22.01,17.15,,,35.12,110.56,32.08,49.62,877.54,1010.52,
2017-05-04,13,17.67,,25.2,21.02,,,49.59,138.32,32.8,47.99,908.92,1009.63,0.02
2017-05-04,14,17.47,,14.29,8.77,,,58.86,112.46,33.5,47.96,791.93,1008.33,0.03
2017-05-04,15,18.64,,9.06,3.8,,,56.15,117.78,33.45,51.98,557.76,1007.46,0.03
2017-05-04,16,17.08,,9.12,4.9,,,44.85,99.44,33.3,53.14,258.45,1006.47,0.03
2017-05-04,17,15.05,,8.16,2.77,,,44.59,105.78,32.66,56.62,114.58,1005.9,
2017-05-04,18,17.28,,7.54,1.32,,,48.3,123.37,32.04,59.93,59.5,1005.72,0.02
2017-05-04,19,17.04,,11.07,6.21,,,51.45,104.16,31.44,62.58,9.61,1006.08,
2017-05-04,20,18.1,,10.72,9.75,,,59.72,118.42,31.05,64.37,8.26,1006.99,
2017-05-04,21,17.96,1.52,10.86,12.38,,,59.19,128.27,30.79,65.65,8.02,1006.9,0.02
2017-05-04,22,20.03,,10.25,8.76,,,66,133.01,30.43,66.09,8.34,1006.97,
2017-05-04,23,18.82,1.74,11.71,13.44,,,64.98,116.92,30.11,69.78,8.14,1007.29,
2017-05-04,0,18.08,8.7,8.74,17.44,,,58.4,130.57,29.43,76.38,8.15,1007.33,0.02
2017-05-05,1,18.73,16.39,8.49,24.88,,,54.55,136.12,28.93,78.55,8.33,1007.86,
2017-05-05,2,19.15,5.11,7.2,12.31,,,51.43,113.57,28.87,77.73,8.38,1007.62,
2017-05-05,3,19.29,8.66,6.94,15.6,,,48.87,119.12,28.89,75.99,8.43,1007.16,
2017-05-05,4,17.31,8.9,3.24,12.27,,,54.84,157.66,28.54,77.4,8.47,1007.1,
2017-05-05,5,16.7,2.4,0.43,2.97,,,59.58,95.86,28.05,80.69,8.27,1007.01,
2017-05-05,6,17.86,1.04,0.38,1.82,,,56.55,93.01,27.44,84.37,22.98,1007.12,
2017-05-05,7,17.77,5.76,1.63,7.44,,,52.84,78.93,27.8,84.14,131.68,1007.44,
2017-05-05,8,19.18,3.88,1.3,5.18,,,45.13,68.14,28.54,80.51,238.39,1008.46,
2017-05-05,9,18.56,,0.59,0.45,,,39.42,73.58,29.81,74.25,406.51,1008.46,0.03
2017-05-05,10,18.7,,0.95,0.06,,,36.44,66.28,31.06,67.36,573.75,1008.21,0.02
2017-05-05,11,18.05,,2.15,0.38,,,39.59,74,32.32,61.28,786.21,1008.06,0.03
2017-05-05,12,17.69,,3.03,0.16,,,43,74.43,32.89,59.2,847.24,1007.45,0.03
2017-05-05,13,17.66,,1.42,,,,43.04,77.33,33.42,55.63,934.84,1006.54,0.04
2017-05-05,14,16.57,,1.76,,,,44.93,89.61,34.15,51.6,849.94,1005.96,0.04
2017-05-05,15,17.06,,1.23,0.07,,,41.87,110.36,34.48,49.48,570.85,1004.97,0.06
2017-05-05,16,18.23,,2.05,0.18,,,35.89,88.08,34.41,50.12,265.97,1004.3,0.03
2017-05-05,17,17.54,,5.09,2.27,,,31.09,90.77,33.88,55.55,114.85,1003.76,0.03
2017-05-05,18,17.53,,1.73,,,,35.07,83.35,32.76,60,38.54,1003.8,0.02
2017-05-05,19,17.84,,0.76,,,,38,94.69,31.58,65,8.89,1003.91,0.03
2017-05-05,20,17.29,,0.42,0.08,,,37.94,83.91,30.99,67.09,7.93,1005.2,0.02
2017-05-05,21,14.67,,0.6,,,,35,81,30.28,70.52,7.43,1005.5,0.03
2017-05-05,22,15.82,,0.28,0.47,,,,,29.91,71.87,7.77,1007.06,0.02
2017-05-05,23,21.13,3.8,3.38,7.62,,,43,103.4,29.84,71.03,7.98,1008.31,0.03
2017-05-05,0,20.06,13.22,5.38,18.6,,,43.2,78.47,29.81,69.76,7.85,1008.12,
2017-05-06,1,18.72,17.92,4.91,22.83,,,51.25,98.16,29.26,73.45,8.14,1008.85,
2017-05-06,2,17.71,1.53,3.17,4.93,,,60.53,104.14,28.49,79.23,7.66,1009.01,0.02
2017-05-06,3,17.95,1.1,2.26,3.51,,,43.93,67.95,28.13,81.73,7.61,1008.67,0.04
2017-05-06,4,18.25,2.25,3.09,5.34,,,40.89,66.19,28.14,80.82,7.63,1008.27,0.05
2017-05-06,5,16.63,,2.13,1.93,,,37.2,74.07,28.26,79.06,7.26,1008.54,0.03
