Date,Time,SO2,NO,NO2,NOX,CO,O3,PM25,PM10,Temperature,RH,Solar Rad,BP,Rain
2019-01-30,1,18.16,13.31,16.3,29.61,,4.7,,210.58,19.21,46.98,940.44,,12.01
2019-01-30,2,19.07,8.92,15.4,24.32,,4.66,,163.31,21.27,46.54,911.87,,4.98
2019-01-30,3,14.46,9.23,10.9,20.13,,5.05,,173.88,22.68,49.93,,,10.34
2019-01-30,4,11.26,6.12,10.7,16.82,,5.62,,168.98,22.17,48.99,997.36,,12.22
2019-01-30,5,8.35,6.01,11.19,17.21,,6.16,,167.49,22.19,50.72,,,8.88
2019-01-30,6,8.46,6.79,9.6,16.39,,5.78,,139.13,22.59,46.73,,,3.92
2019-01-30,7,26.01,25.09,19.85,44.94,,1.83,,145.73,20.19,51.23,997.98,,5.5
2019-01-30,8,35.96,80.1,50.2,130.3,,0.54,,216.78,18.99,45.92,991.72,,5.12
2019-01-30,9,28.01,29.41,24.83,54.24,,5.87,,360.03,18.54,48.47,936.5,,9.51
2019-01-30,10,12.2,20.07,20.09,40.16,,6.57,,204.53,21.35,49.12,976.12,,11
2019-01-30,11,12.59,15.9,19.14,35.04,,8.43,,185.97,21.72,48.62,968.78,,3.46
2019-01-30,12,13.38,4.39,21.19,25.58,,11.31,,185.04,21.43,47.67,909.26,,8
2019-01-30,13,7.54,3.95,11.48,15.43,,17.85,,186.09,21.41,48.7,,,7.27
2019-01-30,14,5.1,1.31,9.29,10.6,,22.53,,146.66,20.12,47.73,950.23,,6.95
2019-01-30,15,5.16,,10.17,10.16,,23.76,,131.68,18.89,49.79,,,7.94
2019-01-30,16,4.23,,9.79,9.68,,23.42,,120.88,19.66,46.7,949.59,,6.96
2019-01-30,17,5.07,,11.35,10.9,,22.76,,116.28,20.84,47.19,976.64,,10.78
2019-01-30,18,4.85,,18.3,17.93,,14.02,,129.86,22.26,49.74,937.5,,10.32
2019-01-30,19,22.47,40.35,33.04,73.39,,5.41,,234.42,20.61,47.24,,,6.57
2019-01-30,20,31,17.07,33.43,50.5,,2.05,,386.08,19.07,45.41,966.11,,7.01
2019-01-30,21,28.92,57.03,43.65,100.69,,1.75,,274.14,19.11,48.03,,,8.22
2019-01-30,22,48.15,178.56,84.07,262.64,,1.65,,354.94,19.86,48.23,987.36,,4.08
2019-01-30,23,30.13,69.7,42.83,112.53,,1.24,,633.42,20.8,49.39,966.49,,7
2019-01-30,0,,,,,,,,,,,,,
2019-01-31,1,,,,,,,,,,,,,
2019-01-31,2,,,,,,,,,,,,,
2019-01-31,3,,,,,,,,,,,,,
2019-01-31,4,17.1,15.37,26.05,41.42,,1.44,,255.92,20.02,46.2,962.69,,9.52
2019-01-31,5,11.24,9.96,23.68,33.64,,1.44,,252.39,21.02,48.21,,,7.67
2019-01-31,6,11.33,116.24,28.17,144.41,,1.61,,233.53,20.96,47.99,999.83,,4.26
2019-01-31,7,13.97,222.65,43.63,266.28,,1.51,,327.81,21.73,44.86,965.36,,5.78
2019-01-31,8,14.08,102.7,29.75,132.45,,1.49,,595.57,23.86,48.76,,,6.37
2019-01-31,9,23.16,85.87,43.79,129.66,,1.59,,315.18,20.67,48.19,954.65,,8.67
2019-01-31,10,21.57,60.69,43.39,104.08,,1.46,,359.98,20.22,45.57,960.96,,10.03
2019-01-31,11,14.54,34.18,29.45,63.63,,4.62,,318.04,22.51,48.99,,,8.36
2019-01-31,12,7.5,15.25,13.7,28.94,,12.95,,244.69,20.87,48.26,,,3.23
2019-01-31,13,4.73,4.37,5.81,10.18,,18.5,,232,19.71,49.6,944.32,,6.91
2019-01-31,14,4.2,,6.25,6.12,,20.04,,121.78,21.19,48.54,,,5.66
2019-01-31,15,3.61,,5.86,5.32,,22.32,,115,20.89,47.1,976.23,,4.21
2019-01-31,16,3.44,,5.36,4.73,,23.03,,114.79,21.19,49.53,985.8,,6.99
2019-01-31,17,3.46,,6.6,5.78,,20.96,,108.66,21.82,50.71,973.94,,7.11
2019-01-31,18,4.36,,13.23,13.05,,12.63,,133.22,20.31,44.81,933.88,,5.69
2019-01-31,19,7.08,24.42,28.56,52.98,,4.71,,242.37,20.62,47.25,973.45,,2.52
2019-01-31,20,16.26,109.6,40.52,150.12,,1.42,,336.14,20.39,51.29,,,5.9
2019-01-31,21,16.91,179.54,44.08,223.62,,1.87,,509.02,20.71,46.64,,,12.9
2019-01-31,22,18.1,235.94,85.57,321.5,,1.84,,594,20.46,46.42,992.35,,11.58
2019-01-31,23,53.67,214.82,89.53,304.35,,1.32,,619.34,21.54,46.19,,,8.73
2019-01-31,0,66.7,398.32,176.17,,,0.98,,512.94,23.14,47.49,993,,12.51
2019-01-02,1,40.59,287.32,114.22,,,0.97,,582.25,19.65,48.46,,,7.01
2019-01-02,2,30.23,349.73,104.71,,,0.95,,526.07,19.89,48.67,,,10.36
2019-01-02,3,26.66,,53.17,,,1.18,,534.19,21.33,47.12,,,13.07
2019-01-02,4,29.91,320.98,47.13,,,1.49,,760.68,21.32,46.9,,,5.89
2019-01-02,5,31.68,,49.78,,,1.74,,383.14,19.71,46.53,,,6.09
2019-01-02,6,26.51,,45.62,,,2.03,,583.17,20.15,46.2,,,3.45
2019-01-02,7,23.26,,41.66,,,2.16,,788.28,19.21,47.52,,,11.12
2019-01-02,8,18.96,384.94,39.49,,,1.79,,790.65,21.7,50.31,,,3.47
2019-01-02,9,19.62,201.74,58.1,259.84,,1.48,,383.23,20.77,50.41,,,6.05
2019-01-02,10,15.83,118.88,51.15,170.04,,1.79,,233.8,20.07,48.64,,,12.07
2019-01-02,11,13.64,74.27,41.21,115.49,,3.63,,133.28,20.74,48.15,,,2.77
2019-01-02,12,10.91,46.42,28.52,74.94,,6.04,,143.5,19.09,48.35,,,5.55
2019-01-02,13,7.23,28.68,22.89,51.57,,8.29,,121.13,20.19,44.67,,,11.72
2019-01-02,14,10.55,10.93,29.08,40.01,,8.58,,128.81,20.34,51.21,,,7.26
2019-01-02,15,11.03,4.03,25.3,29.33,,12.39,,191.13,23.46,47.68,,,6.88
2019-01-02,16,9.45,3.42,29.76,33.18,,10.04,,151.02,20.34,50.69,,,7.59
2019-01-02,17,9.29,5.6,35.63,41.23,,7.81,,153.1,17.14,45.36,,,9
2019-01-02,18,30.65,25.55,44.54,70.09,,2.03,,204.2,20.6,49.64,,,11.51
2019-01-02,19,26.15,82.28,47.42,129.7,,1.21,,352.85,20.72,44.22,,,3.03
2019-01-02,20,18.47,129.62,55.14,184.76,,1.02,,440.94,21.76,47.34,,,10.62
2019-01-02,21,50.06,156.05,46.94,202.99,,1.26,,439.32,19.51,50.33,,,5.1
2019-01-02,22,51.99,166.17,83.19,249.36,,1.16,,503.16,21.71,49.9,,,10.43
2019-01-02,23,41.18,175.79,85.38,261.17,,0.88,,507.8,22.78,50.01,,,5.5
2019-01-02,0,46.22,284.02,133.25,,,0.95,,455.81,18.27,45.59,,,10.7
2019-02-02,1,50.87,314.85,142.23,,,1.03,,547.39,22.44,49.62,,,8.27
2019-02-02,2,29.79,150.69,70.01,220.7,,0.81,,685.68,20.73,46.85,,,13.11
2019-02-02,3,23.18,218.95,37.82,256.76,,0.8,,313.33,21.42,48.94,,,13.57
2019-02-02,4,19.3,224.67,33.33,258,,1.81,,522.06,21.49,49.97,,,8.25
2019-02-02,5,23.11,158.09,27.13,185.22,,1.54,,521.97,20.42,48.04,,,2.63
2019-02-02,6,20.39,66.11,25.1,91.21,,1.16,,424.55,21.02,47.64,,,8.29
2019-02-02,7,20.55,150.77,33.49,184.26,,1.1,,277.4,19.9,49.91,,,7.15
2019-02-02,8,30.36,202.96,31.87,234.83,,1.68,,344.29,21.18,48.58,,,5.81
2019-02-02,9,60.05,167.03,69.03,236.06,,1.73,,591.31,22.52,47.91,,,12.1
2019-02-02,10,40.52,73.46,45.11,118.57,,1.32,,787.42,21.67,47.47,,,5.5
2019-02-02,11,23.19,55.47,35.71,91.18,,6.31,,262.63,19.31,47.55,,,6.4
2019-02-02,12,18.42,21.73,17.34,39.07,,15.35,,243.78,20.87,47.39,,,10.47
2019-02-02,13,12.08,10.92,14.79,25.72,,18.82,,166.37,20.38,51.76,,,8.22
2019-02-02,14,7.2,4.23,14.82,19.05,,22.95,,181.47,22.3,51.22,,,6.68
2019-02-02,15,6.15,0.98,15.43,16.41,,24.2,,134.48,21.47,49.1,,,5.84
2019-02-02,16,7.9,3.08,21.52,24.6,,22.53,,115.58,23.7,49.69,,,3.82
2019-02-02,17,19.14,1.94,20.69,22.63,,18.87,,138.83,20.17,47.62,,,9.55
2019-02-02,18,30.75,11.85,33.12,44.97,,8.51,,171,17.8,51.18,,,6.29
2019-02-02,19,26.66,66.49,44.79,111.28,,1.65,,,16.07,49.68,,,9.18
2019-02-02,20,23.73,104.53,44.34,148.86,,1.73,,,16.7,46.7,,,11.63
2019-02-02,21,42.14,94.68,40.73,135.41,,1.64,,,17.65,48.46,,,6.6
2019-02-02,22,51.94,83.41,49.28,132.69,,1.29,,,16.82,49.73,,,5.86
2019-02-02,23,36.23,57.92,38.12,96.03,,0.86,,,16.18,45.37,,,9.29
2019-02-02,0,31.32,58.53,39.34,97.87,,0.69,,,14.87,50.4,,,5.17
2019-03-02,1,28.52,44.68,34.65,79.33,,0.54,,,12.01,46.92,,,10.16
2019-03-02,2,28.56,150.64,83.44,234.08,,0.58,,,18.3,49.78,,,3.16
2019-03-02,3,21.1,128.67,41.46,170.13,,0.89,,,16.12,49.24,,,8.82
2019-03-02,4,21.67,222.63,34.65,257.28,,1.81,,,18,50.54,,,7.59
2019-03-02,5,27.01,217.71,30.65,248.36,,1.75,,,14.8,47.02,,,12.34
2019-03-02,6,36.1,171.81,33.76,205.57,,1.64,,,19.15,47.86,,,11.35
2019-03-02,7,28.43,61.03,29.8,90.83,,1.66,,,14.08,44.49,,,6.16
2019-03-02,8,27.23,50,31.12,81.12,,1.76,,,15.9,50.78,,,8.76
2019-03-02,9,29.04,66.95,44.63,111.57,,1.7,,,16.76,48.6,,,7.42
2019-03-02,10,25.51,59.09,42.56,101.65,,1.99,,,17.22,48.24,,,8.65
2019-03-02,11,15.29,39.14,30.33,69.47,,6.03,,,13.71,46.33,,,10.79
2019-03-02,12,8.28,15.95,13.26,29.21,,16.34,,,15.85,49.53,,,6.8
2019-03-02,13,8.92,9.44,9.85,19.29,,21.38,,,17.05,49.93,,,11.34
2019-03-02,14,5.25,,8.65,8.26,,30.56,,,18.25,48.93,,,7.46
2019-03-02,15,4.76,,6.8,6.55,,30.03,,,16.01,46.83,,,10.63
2019-03-02,16,6.12,0.09,8.95,9.04,,28.43,,206.8,20.98,48.75,,,6.68
2019-03-02,17,11.06,,7.66,7.24,,28.71,,138.52,20.84,51.14,,,9.34
2019-03-02,18,5.48,,16.14,15.68,,18.19,,158.02,21.42,49.2,,,11.85
2019-03-02,19,4.89,1.72,30.14,31.86,,4.27,,246.78,19.72,50.63,,,6.44
2019-03-02,20,5.27,6.6,32.4,39,,2.14,,364.75,20.78,46.65,,,8.5
2019-03-02,21,13.58,14.43,32.92,47.35,,1.69,,288.08,21.88,49.98,,,5.65
2019-03-02,22,20.38,24.58,24.82,49.41,,1.29,,291.63,20.68,46.57,,,10.36
2019-03-02,23,14.04,21.57,28.09,49.66,,0.89,,277.9,20.64,44.65,,,10.19
2019-03-02,0,15.37,27.37,26.42,53.8,,0.82,,237.75,21.07,49.53,,,9.6
2019-04-02,1,15.84,97.87,60.25,158.12,,1.92,,231.37,22.57,46.82,,,11.08
2019-04-02,2,19.43,245.29,119.14,364.43,,0.65,,287.73,22.02,46.92,,,5.97
2019-04-02,3,33.03,213.49,39.57,253.05,,1.38,,588.28,21.82,49.29,,,3.18
2019-04-02,4,55.48,130.67,33.36,164.03,,1.74,,558.06,20.3,48.45,,,12.96
2019-04-02,5,26.35,52.45,23.62,76.06,,2.48,,379.56,20.34,45.6,,,10.23
2019-04-02,6,18.36,53.2,27.1,80.3,,1.65,,197.98,20.95,47.85,,,7.66
2019-04-02,7,18.71,213.11,37.21,250.32,,1.66,,206.31,20.91,48.27,,,6.85
2019-04-02,8,21.49,261.81,40.5,302.3,,2.33,,535.48,21.17,48.35,,,10.69
2019-04-02,9,37.28,201.82,91.58,293.4,,2.08,,664.33,18.72,47.98,,,5.29
2019-04-02,10,31.57,96.33,58.8,155.13,,1.97,,631.64,21.91,49.09,,,13.78
2019-04-02,11,14.23,42.35,30.49,72.84,,8.64,,315.69,21.68,47.51,,,12.54
2019-04-02,12,5.66,12.64,10.52,23.15,,20.07,,200,19.59,50.49,,,11.05
2019-04-02,13,5.16,6.46,10.38,16.84,,21.27,,126.09,23.47,49.67,,,9.17
2019-04-02,14,4.54,1.37,10.52,11.89,,27.69,,150.19,19.96,47.13,,,10.96
2019-04-02,15,3.67,0.26,10.74,11,,29.19,,136.38,22.18,49.68,,,3.64
2019-04-02,16,3.74,,5.61,5.06,,31.86,,124.13,20.79,48.64,,,10.94
2019-04-02,17,11.87,,12.35,12.21,,28.6,,128.96,22.66,50.48,,,7.94
2019-04-02,18,10.23,,12.4,12.07,,27.13,,156.75,20.92,49.45,,,1.75
2019-04-02,19,43.96,0.85,22.24,23.09,,13.04,,188.72,20.53,49.49,,,8.09
2019-04-02,20,55.2,0.41,27.78,28.19,,8.36,,273.25,20.16,48.43,,,11.72
2019-04-02,21,13.15,4.93,28.68,33.62,,3.47,,350.32,19.69,50.33,,,9.18
2019-04-02,22,7.99,16.75,25.86,42.6,,3.28,,222.2,21.82,50.09,,,3.08
2019-04-02,23,6.59,33.07,28.24,61.31,,1.53,,190.27,19.08,43.66,,,10.05
2019-04-02,0,15.37,170.3,103.64,273.94,,0.64,,198.92,20.74,49.48,,,8.68
2019-05-02,1,26.74,251.97,156.1,,,0.69,,375.52,18.82,46.28,,,8.13
2019-05-02,2,16.69,126.51,76.92,203.43,,0.8,,500.18,17.63,47.71,,,4.13
2019-05-02,3,14.97,122.03,74.77,196.8,,0.62,,222.13,21.28,48.43,,,5.99
2019-05-02,4,20.43,241.75,134.61,376.36,,0.66,,202.24,19.95,49.01,,,9.95
2019-05-02,5,28.77,170.54,101.57,272.1,,0.44,,570.56,19.79,45.76,,,8.53
2019-05-02,6,25.89,129.24,77.67,206.9,,0.39,,285.29,19.59,46.39,,,7.01
2019-05-02,7,24.53,121.9,79.16,201.06,,0.4,,286.91,18.41,51.39,,,4.74
2019-05-02,8,19.42,71.21,44.82,116.03,,0.3,,278.13,19.77,48.65,,,7.56
2019-05-02,9,16.91,63.7,44.79,108.5,,1.03,,254.35,19.56,49.86,,,12.62
2019-05-02,10,22.38,52.83,34.51,87.34,,2.51,,257.94,20.35,47.51,,,12.09
2019-05-02,11,13.55,23.42,17.07,40.49,,11.05,,273.81,20.15,47.21,,,6.9
2019-05-02,12,9.69,14.41,10.87,25.29,,18.63,,211.92,22.02,47.45,,,7.18
2019-05-02,13,9.65,5.75,10.38,16.13,,24.65,,183.24,22.11,48.65,,,4.19
2019-05-02,14,6.18,3.29,10.65,13.88,,26.28,,183,23,50.19,,,7.95
2019-05-02,15,6.22,,13.28,13.22,,29.97,,171,21.88,48.31,,,7.64
2019-05-02,16,6.25,,14.77,14.65,,27.97,,157,22.51,47.92,,,5.35
2019-05-02,17,12.39,0.25,15.18,15.44,,25.38,,154.23,21.35,48.32,,,12.66
2019-05-02,18,19.22,18.47,42.7,61.17,,3.35,,173,18.84,51.96,,,7.83
2019-05-02,19,24.11,38.24,43.11,81.35,,1.22,,299.69,22.73,48.44,,,5.62
2019-05-02,20,24.99,56.28,39.94,96.22,,1.18,,397.33,20.66,48.26,,,8.32
2019-05-02,21,21.86,82.09,42.45,124.54,,1.12,,418,21.66,46.86,,,14
2019-05-02,22,22.05,113.82,46.55,160.37,,0.96,,460,21.12,46.92,,,8.84
2019-05-02,23,37.41,125.25,43.78,169.03,,0.69,,,18.62,48.73,,,0.98
2019-05-02,0,58.77,149.45,51.46,200.91,,0.93,,637,20.9,45.06,,,10.09
2019-06-02,1,45.97,196.94,57.96,254.89,,1.02,,,20.75,49.1,,,10.28
2019-06-02,2,61.94,257.63,127.09,384.72,,0.92,,503.46,22.8,50.1,,,6.74
2019-06-02,3,53.26,323.32,65.57,388.89,,0.36,,412.28,19.06,48.15,,,5.07
2019-06-02,4,52.52,360.2,75.55,,,1.21,,559.95,18.61,48.12,,,3.32
2019-06-02,5,41.62,288.58,42.45,331.03,,1.27,,530.6,20.47,47.62,,,7.9
2019-06-02,6,30.83,190.97,36.69,227.66,,1.06,,524.39,19.86,49.93,,,5.61
2019-06-02,7,23.83,230.46,38.27,268.73,,1.3,,322.67,23.01,49.96,,,6.89
2019-06-02,8,31.87,179.23,31.96,211.18,,1.26,,661.92,19.92,51.78,,,11.42
2019-06-02,9,35.27,117.93,48.18,166.11,,1.51,,524.16,21.82,47.36,,,9.62
2019-06-02,10,27.5,61.13,38.38,99.51,,1.91,,367.64,21.03,47.56,,,5.37
2019-06-02,11,21.7,41.1,27.51,68.62,,5.2,,272.23,22.27,46.54,,,4.88
2019-06-02,12,12.14,19.55,19.66,39.21,,13.31,,251.25,21.99,48.5,,,8.78
2019-06-02,13,11.18,9.07,9.46,18.53,,21.85,,194.28,20.7,46.26,,,10.03
2019-06-02,14,10.89,4.4,12.15,16.54,,25.79,,169.63,21.66,49.82,,,6.93
2019-06-02,15,6.81,0.56,15.36,15.92,,26.83,,190,20.62,48.47,,,6.56
2019-06-02,16,7.59,1.13,18.8,19.92,,21.78,,147.74,22.04,47.54,,,6.77
2019-06-02,17,14.38,2.62,28.41,31.03,,14.6,,174.85,21.31,52.14,,,8.64
2019-06-02,18,33.4,10.03,39.82,49.86,,4.41,,244.69,18.68,46.73,,,2.29
2019-06-02,19,25.32,34.04,42.04,76.08,,1.01,,321,17.42,47.12,,,5.05
2019-06-02,20,27.53,70.9,44.36,115.26,,0.85,234.01,447.69,20.19,47.93,,,5.72
2019-06-02,21,59.28,101.49,50.59,152.09,,1.01,272.46,469.77,22.16,46.08,,,5.93
2019-06-02,22,62.46,213.18,117.29,330.47,,1,347.48,499,20.49,44.82,,,3.27
2019-06-02,23,33.37,104.83,65.55,170.37,,0.6,5.39,890,20.71,47.85,,,11.93
2019-06-02,0,32.47,122.92,64.98,187.9,,0.76,206,,17.38,46.96,,,6.11
2019-07-02,1,67.48,211.57,108.26,319.83,,1.15,,422,13.26,47.77,,,5.99
2019-07-02,2,59.95,325.75,91.3,,,1.29,,515.41,18.59,50.06,,,6.93
2019-07-02,3,50.09,236.01,156.73,392.73,,1.27,451.28,793.11,22.82,46.08,,,1.02
2019-07-02,4,38.6,150.11,102.9,253.01,,1.2,305.4,401.27,20.14,51.44,,,8.57
2019-07-02,5,25.97,118.37,75.89,194.26,,1.25,281.68,331.2,22.38,48.6,,,14.58
2019-07-02,6,19.69,128.2,80.51,208.71,,1.14,228.68,296.63,20.19,48.28,,,10.47
2019-07-02,7,15.12,86.02,51.19,137.2,,1.01,176.62,224.71,21.27,46.3,,,3.09
2019-07-02,8,15.38,56.18,34.32,90.5,,0.67,160.72,217.05,18.87,47.17,,,9.34
2019-07-02,9,20.18,63.11,33.56,96.67,,0.95,192.35,262.46,20.99,49.01,,,11.5
2019-07-02,10,15.32,53.07,28.07,81.14,,2.85,204.96,397.49,20.68,49.39,,,7.28
2019-07-02,11,10.37,22.65,18.27,40.92,,8.74,164.38,256.14,20.25,45.85,,,12.07
2019-07-02,12,8.29,16.83,12.06,28.89,,15.56,139.81,222.52,20.77,45.27,,,5.35
2019-07-02,13,9.94,9.38,11.63,21.02,,23.54,130.65,207.76,21.87,50.48,,,6.92
2019-07-02,14,9.2,5.46,6.08,11.55,,23.41,119.34,198.92,21.16,49.74,,,12.32
2019-07-02,15,14.85,1,24.24,25.24,,15.89,131.69,197.18,19.97,46.84,,,3.85
2019-07-02,16,11.86,,21.76,21.44,,21.88,155.27,241.97,20.86,48.88,,,2.64
2019-07-02,17,14.54,,19.56,19.38,,17.71,131.97,204.96,20.04,46.99,,,7.15
2019-07-02,18,7.13,0.52,23.24,23.76,,10.86,131,250.16,19.61,51.58,,,8.97
2019-07-02,19,7.17,8.41,34.28,42.69,,2.14,131.59,256.33,20.52,48.08,,,2.47
2019-07-02,20,7.57,17.73,38.48,56.21,,0.91,165.28,283.87,20.57,50.56,,,9.3
2019-07-02,21,9.35,33.48,40.68,74.17,,1.14,181.05,283.18,21.64,51.68,,,10.34
2019-07-02,22,27.59,83.41,55.49,138.9,,1.03,366.55,469.24,21.66,50.41,,,5.23
2019-07-02,23,18.47,98.91,61.27,160.19,,1.15,271.05,435.82,21.23,48.85,,,2.25
2019-07-02,0,14.98,115.53,71.1,186.63,,1.38,274.57,474.84,21.85,49.99,,,7.36
2019-08-02,1,11.87,104.36,64.13,168.49,,1.12,330.35,547.55,17.4,50.21,,,7.33
2019-08-02,2,9.57,74.32,47.65,121.97,,0.95,226.33,344.31,21.73,50.65,,,4.01
2019-08-02,3,7.84,47.23,29.86,77.09,,0.2,205.09,284.39,16.28,46.6,,,6.95
2019-08-02,4,6.99,47.36,27.11,74.47,,0.63,208.28,262.89,23.42,50.94,,,7.04
2019-08-02,5,7.56,87.14,27.07,114.2,,0.83,217,259.86,23.01,51.28,,,12.48
2019-08-02,6,7.24,83.16,24.87,108.03,,0.89,,298.22,16.24,49.92,,,6.34
2019-08-02,7,6.73,55.65,24.35,80,,1.08,228.18,263,18.54,48.11,,,5.52
2019-08-02,8,7.89,51.09,30.15,81.23,,1.16,235.29,264.02,20.57,47.5,,,14.59
2019-08-02,9,10.57,43.31,31.47,74.78,,1.48,245.15,309.07,21.7,48.23,,,7.21
2019-08-02,10,11.8,35.79,21.47,57.26,,3.48,189.48,266.36,21.99,48.58,,,9.69
2019-08-02,11,8.63,22.74,15.14,37.88,,9.08,169.32,238.59,20,50.64,,,5.24
2019-08-02,12,7.4,17.02,8.94,25.96,,13.49,144.4,220.35,19.63,47.52,,,7.83
2019-08-02,13,6.74,8.75,8.77,17.52,,16.01,153.71,242.63,22.83,46.02,,,7.59
2019-08-02,14,5.97,2.97,13.1,16.07,,16.25,115.59,187.03,20.7,48.62,,,2.38
2019-08-02,15,6.62,6.69,8.63,15.33,,19.88,97.48,153.67,21.27,45.31,,,11.22
2019-08-02,16,6.99,8.85,6.91,15.76,,22.36,116.31,179.47,20.55,46.19,,,5.37
2019-08-02,17,10,2.91,11.49,14.4,,19.97,129.7,196.72,20.06,50.17,,,12.65
2019-08-02,18,7.08,0.49,19.55,20.03,,12.46,118.68,225.07,21.34,47.01,,,4.9
2019-08-02,19,8.14,0.89,22.38,23.26,,9.5,144.83,267.44,22.15,47.87,,,5.47
2019-08-02,20,11.28,2.83,29.46,32.29,,4.15,138.57,245.43,19.58,46.61,,,6.32
2019-08-02,21,7.53,7.64,17.88,25.52,,2.02,177.38,264.68,19.77,46.83,,,13.29
2019-08-02,22,4.99,1.73,13.38,15.11,,4.13,192,291.64,22.28,46.34,,,10.12
2019-08-02,23,4.4,,10.57,10.47,,7.68,,269.94,16.86,48.83,,,12.22
2019-08-02,0,4.66,,10.05,9.43,,7.36,111.9,163.51,20.66,47.88,,,1.52
2019-09-02,1,7.84,,13.2,13.23,,4.97,108.08,183.11,23.07,50,,,10.38
2019-09-02,2,7.36,,7.58,7.15,,8.33,110.03,141.8,23.19,47.11,,,12.12
2019-09-02,3,5.64,,7.27,6.49,,7.99,71.5,93.39,21.94,48.37,,,8.97
2019-09-02,4,6.62,,5.72,5.21,,7.98,52.11,69,17.82,48.02,,,5.32
2019-09-02,5,6.39,,5.03,4.05,,7.55,55.53,68.59,19.52,48.41,,,4.16
2019-09-02,6,3.71,,5.25,4.42,,4.23,37.68,52.31,21.2,48.33,,,7.63
2019-09-02,7,2.91,,4.56,4.23,,3.94,27.97,62.31,21.77,47.35,,,7.34
2019-09-02,8,3.73,,7.67,7.48,,3.98,27.12,38.45,21.76,51.65,,,12.61
2019-09-02,9,3.79,0.07,8.39,8.46,,4.26,31.13,55.94,18.68,46.04,,,10.38
2019-09-02,10,3.03,0.39,8.55,8.93,,3.69,35.1,54.2,20.25,47.23,,,8.3
2019-09-02,11,4.44,0.52,8.2,8.72,,4.22,39.23,62.71,20.33,46.98,,,5.06
2019-09-02,12,5.17,0.82,9.49,10.31,,4.91,48.07,92.1,20.64,48.64,,,8.63
2019-09-02,13,4.23,0.59,10.76,11.35,,6.69,52.82,135,21.63,47.21,,,7.31
2019-09-02,14,4.92,1.12,10.89,12,,8.54,45.93,95.22,20.23,48.42,,,7.35
2019-09-02,15,6.97,2.24,14.55,16.79,,7.58,43.03,103.59,21.08,50.35,,,11.35
2019-09-02,16,7.55,4.78,20.54,25.32,,5.14,44.24,87.46,21.35,48.84,,,7.6
2019-09-02,17,10.13,8.49,21.53,30.02,,3.5,53.58,106.77,22.75,52.18,,,4.8
2019-09-02,18,3.99,,10.03,9.97,,6.42,75.68,135.41,20.31,44.64,,,9.67
2019-09-02,19,3.4,,11.52,11.38,,4.77,63.3,112.13,21.48,47.47,,,7.29
2019-09-02,20,3.7,0.42,13.17,13.59,,4.22,74.58,117.46,22.59,45.99,,,6.68
2019-09-02,21,4.61,0.34,12.79,13.13,,3.94,58.2,96.07,21.43,49.02,,,5.79
2019-09-02,22,3.62,0.08,11.47,11.55,,3.76,65.95,98.85,21.02,47.31,,,8.71
2019-09-02,23,3.55,0.27,11.35,11.62,,3.47,64.08,92.9,22.37,46.93,,,10.85
2019-09-02,0,3.37,,9.15,9.13,,3.74,66.93,88.59,17.25,48.54,,,4.29
2019-10-02,1,2.79,,7.18,6.96,,3.94,63.9,71.93,23.52,51.04,,,13.47
2019-10-02,2,3.07,,6.35,5.61,,3.61,60.53,69.48,17.15,48.13,,,3.68
2019-10-02,3,4.15,,5.64,5.17,,3.42,81.23,91.06,20.01,49.17,,,8.58
2019-10-02,4,5.91,,5,4.51,,3.44,89.69,93.63,21.64,49.19,,,5.78
2019-10-02,5,4.61,,4.22,3.36,,3.22,77.43,78.73,19.64,47.25,,,9.95
2019-10-02,6,3.32,,5.4,5.14,,2.53,55.29,68.18,21.18,48.27,,,7.4
2019-10-02,7,3.97,0.92,8.27,9.19,,1.94,65.03,75.32,19.9,49.49,,,7.06
2019-10-02,8,4.13,4.42,10.1,14.52,,2.16,66,88,19.61,49.82,,,7.13
2019-10-02,9,6.03,2.84,8.21,11.05,,4.42,65.86,88,21.65,47.09,,,6.58
2019-10-02,10,5.72,0.25,5.66,5.91,,9.75,61.12,,16.92,46.08,,,11.01
2019-10-02,11,4.72,,5.06,4.41,,13.01,64.81,111.05,23.59,48.92,,,10.14
2019-10-02,12,4.27,,6.22,5.56,,15.57,59.54,113.46,23.01,48.41,,,6.05
2019-10-02,13,2.96,,4.41,3.74,,20,78.44,130.78,21.8,50.23,,,6.4
2019-10-02,14,2.79,0.22,7.74,7.96,,19.44,36.71,96.97,21.42,49.74,,,5.96
2019-10-02,15,3.23,,6.66,6.53,,20.05,29.61,96.01,19.38,50.65,,,6.17
2019-10-02,16,3.14,0.82,9.1,9.93,,19.56,38.9,97.04,21.79,51.75,,,10.76
2019-10-02,17,2.3,,6.26,5.86,,20.28,30.9,99.13,20.97,51.46,,,6.95
2019-10-02,18,14.63,,8.29,7.38,,17.24,40,104,20.37,44.8,,,6.53
2019-10-02,19,56.3,,19.76,19.37,,8.21,71.67,185.36,21.34,50.98,,,9.79
2019-10-02,20,38.23,0.46,22.47,22.93,,6.31,127.84,291.33,23.21,48.39,,,5.69
2019-10-02,21,27.43,0.92,20.34,21.26,,5.06,127.04,233.68,22.33,49.46,,,6.34
2019-10-02,22,14.29,2.53,20.38,22.91,,3.55,117.15,191.93,21.76,48.14,,,10.53
